lat,long,lake,subbasin
42.4259,-84.2100,ER,2
42.4350,-84.2103,ER,2
42.4440,-84.2107,ER,2
42.4443,-84.1984,ER,2
42.4533,-84.1988,ER,2
42.4623,-84.1991,ER,2
42.4714,-84.1995,ER,2
42.4804,-84.1998,ER,2
42.4894,-84.2002,ER,2
42.4984,-84.2006,ER,2
42.4987,-84.1883,ER,2
42.5077,-84.1887,ER,2
42.5080,-84.1764,ER,2
42.5083,-84.1641,ER,2
42.5085,-84.1519,ER,2
42.4995,-84.1515,ER,2
42.4997,-84.1393,ER,2
42.4907,-84.1389,ER,2
42.4910,-84.1267,ER,2
42.4912,-84.1144,ER,2
42.4915,-84.1022,ER,2
42.4917,-84.0899,ER,2
42.4920,-84.0777,ER,2
42.4922,-84.0654,ER,2
42.5013,-84.0657,ER,2
42.5015,-84.0535,ER,2
42.5017,-84.0412,ER,2
42.5108,-84.0416,ER,2
42.5110,-84.0293,ER,2
42.5201,-84.0296,ER,2
42.5203,-84.0174,ER,2
42.5113,-84.0170,ER,2
42.5022,-84.0167,ER,2
42.5025,-84.0045,ER,2
42.4934,-84.0041,ER,2
42.4844,-84.0038,ER,2
42.4847,-83.9915,ER,2
42.4937,-83.9919,ER,2
42.4939,-83.9796,ER,2
42.4942,-83.9674,ER,2
42.4944,-83.9551,ER,2
42.4946,-83.9428,ER,2
42.5037,-83.9432,ER,2
42.5039,-83.9309,ER,2
42.5041,-83.9187,ER,2
42.5132,-83.9190,ER,2
42.5134,-83.9067,ER,2
42.5224,-83.9070,ER,2
42.5315,-83.9073,ER,2
42.5317,-83.8951,ER,2
42.5407,-83.8954,ER,2
42.5410,-83.8831,ER,2
42.5500,-83.8834,ER,2
42.5502,-83.8712,ER,2
42.5504,-83.8589,ER,2
42.5595,-83.8592,ER,2
42.5597,-83.8469,ER,2
42.5599,-83.8347,ER,2
42.5601,-83.8224,ER,2
42.5692,-83.8227,ER,2
42.5694,-83.8104,ER,2
42.5784,-83.8107,ER,2
42.5875,-83.8110,ER,2
42.5965,-83.8113,ER,2
42.6055,-83.8116,ER,2
42.6146,-83.8119,ER,2
42.6148,-83.7996,ER,2
42.6238,-83.7999,ER,2
42.6240,-83.7877,ER,2
42.6243,-83.7754,ER,2
42.6245,-83.7631,ER,2
42.6247,-83.7508,ER,2
42.6249,-83.7385,ER,2
42.6251,-83.7263,ER,2
42.6253,-83.7140,ER,2
42.6255,-83.7017,ER,2
42.6258,-83.6894,ER,2
42.6260,-83.6771,ER,2
42.6350,-83.6774,ER,2
42.6352,-83.6651,ER,2
42.6442,-83.6654,ER,2
42.6444,-83.6531,ER,2
42.6535,-83.6534,ER,2
42.6537,-83.6411,ER,2
42.6627,-83.6414,ER,2
42.6629,-83.6291,ER,2
42.6720,-83.6294,ER,2
42.6722,-83.6171,ER,2
42.6812,-83.6174,ER,2
42.6814,-83.6051,ER,2
42.6816,-83.5928,ER,2
42.6906,-83.5930,ER,2
42.6908,-83.5807,ER,2
42.6999,-83.5810,ER,2
42.7001,-83.5687,ER,2
42.7091,-83.5690,ER,2
42.7181,-83.5692,ER,2
42.7183,-83.5569,ER,2
42.7274,-83.5572,ER,2
42.7275,-83.5449,ER,2
42.7366,-83.5452,ER,2
42.7368,-83.5329,ER,2
42.7458,-83.5331,ER,2
42.7460,-83.5208,ER,2
42.7370,-83.5206,ER,2
42.7372,-83.5083,ER,2
42.7373,-83.4959,ER,2
42.7283,-83.4957,ER,2
42.7285,-83.4834,ER,2
42.7195,-83.4831,ER,2
42.7196,-83.4708,ER,2
42.7106,-83.4706,ER,2
42.7016,-83.4703,ER,2
42.7018,-83.4580,ER,2
42.6927,-83.4578,ER,2
42.6837,-83.4575,ER,2
42.6839,-83.4452,ER,2
42.6748,-83.4450,ER,2
42.6658,-83.4447,ER,2
42.6568,-83.4445,ER,2
42.6477,-83.4442,ER,2
42.6387,-83.4440,ER,2
42.6297,-83.4438,ER,2
42.6206,-83.4435,ER,2
42.6116,-83.4433,ER,2
42.6118,-83.4310,ER,2
42.6027,-83.4307,ER,2
42.6029,-83.4185,ER,2
42.5939,-83.4182,ER,2
42.5941,-83.4059,ER,2
42.5850,-83.4057,ER,2
42.5852,-83.3934,ER,2
42.5762,-83.3932,ER,2
42.5671,-83.3929,ER,2
42.5669,-83.4052,ER,2
42.5668,-83.4175,ER,2
42.5666,-83.4297,ER,2
42.5576,-83.4295,ER,2
42.5574,-83.4418,ER,2
42.5572,-83.4540,ER,2
42.5482,-83.4538,ER,2
42.5480,-83.4661,ER,2
42.5478,-83.4783,ER,2
42.5388,-83.4781,ER,2
42.5386,-83.4903,ER,2
42.5384,-83.5026,ER,2
42.5293,-83.5024,ER,2
42.5292,-83.5146,ER,2
42.5201,-83.5144,ER,2
42.5199,-83.5266,ER,2
42.5109,-83.5264,ER,2
42.5107,-83.5386,ER,2
42.5017,-83.5384,ER,2
42.5019,-83.5261,ER,2
42.4928,-83.5259,ER,2
42.4930,-83.5136,ER,2
42.4840,-83.5133,ER,2
42.4749,-83.5131,ER,2
42.4751,-83.5008,ER,2
42.4661,-83.5006,ER,2
42.4659,-83.5128,ER,2
42.4569,-83.5126,ER,2
42.4478,-83.5123,ER,2
42.4476,-83.5246,ER,2
42.4475,-83.5368,ER,2
42.4473,-83.5491,ER,2
42.4382,-83.5488,ER,2
42.4380,-83.5610,ER,2
42.4378,-83.5733,ER,2
42.4288,-83.5730,ER,2
42.4286,-83.5853,ER,2
42.4196,-83.5850,ER,2
42.4194,-83.5972,ER,2
42.4192,-83.6095,ER,2
42.4101,-83.6092,ER,2
42.4099,-83.6215,ER,2
42.4097,-83.6337,ER,2
42.4007,-83.6334,ER,2
42.4005,-83.6457,ER,2
42.4003,-83.6579,ER,2
42.3913,-83.6576,ER,2
42.3911,-83.6699,ER,2
42.3820,-83.6696,ER,2
42.3730,-83.6693,ER,2
42.3732,-83.6571,ER,2
42.3734,-83.6448,ER,2
42.3824,-83.6451,ER,2
42.3826,-83.6329,ER,2
42.3828,-83.6206,ER,2
42.3830,-83.6084,ER,2
42.3832,-83.5962,ER,2
42.3742,-83.5959,ER,2
42.3652,-83.5956,ER,2
42.3654,-83.5834,ER,2
42.3563,-83.5831,ER,2
42.3473,-83.5829,ER,2
42.3471,-83.5951,ER,2
42.3381,-83.5948,ER,2
42.3379,-83.6071,ER,2
42.3288,-83.6068,ER,2
42.3286,-83.6190,ER,2
42.3196,-83.6188,ER,2
42.3194,-83.6310,ER,2
42.3192,-83.6432,ER,2
42.3102,-83.6429,ER,2
42.3100,-83.6551,ER,2
42.3009,-83.6549,ER,2
42.3011,-83.6427,ER,2
42.3013,-83.6304,ER,2
42.2923,-83.6302,ER,2
42.2925,-83.6179,ER,2
42.2927,-83.6057,ER,2
42.2837,-83.6055,ER,2
42.2839,-83.5932,ER,2
42.2748,-83.5930,ER,2
42.2658,-83.5927,ER,2
42.2660,-83.5805,ER,2
42.2662,-83.5683,ER,2
42.2571,-83.5680,ER,2
42.2573,-83.5558,ER,2
42.2483,-83.5556,ER,2
42.2485,-83.5433,ER,2
42.2395,-83.5431,ER,2
42.2396,-83.5309,ER,2
42.2398,-83.5187,ER,2
42.2400,-83.5065,ER,2
42.2310,-83.5062,ER,2
42.2312,-83.4940,ER,2
42.2314,-83.4818,ER,2
42.2315,-83.4696,ER,2
42.2317,-83.4574,ER,2
42.2319,-83.4452,ER,2
42.2229,-83.4449,ER,2
42.2138,-83.4447,ER,2
42.2140,-83.4325,ER,2
42.2050,-83.4322,ER,2
42.1959,-83.4320,ER,2
42.1869,-83.4318,ER,2
42.1871,-83.4196,ER,2
42.1781,-83.4193,ER,2
42.1782,-83.4071,ER,2
42.1692,-83.4069,ER,2
42.1694,-83.3947,ER,2
42.1695,-83.3825,ER,2
42.1697,-83.3703,ER,2
42.1699,-83.3581,ER,2
42.1701,-83.3459,ER,2
42.1610,-83.3457,ER,2
42.1612,-83.3335,ER,2
42.1702,-83.3337,ER,2
42.1704,-83.3215,ER,2
42.1706,-83.3093,ER,2
42.1615,-83.3091,ER,2
42.1617,-83.2969,ER,2
42.1527,-83.2967,ER,2
42.1528,-83.2845,ER,2
42.1438,-83.2843,ER,2
42.1439,-83.2721,ER,2
42.1349,-83.2719,ER,2
42.1351,-83.2597,ER,2
42.1260,-83.2595,ER,2
42.1262,-83.2473,ER,2
42.1172,-83.2471,ER,2
42.1081,-83.2469,ER,2
42.0991,-83.2466,ER,2
42.0992,-83.2345,ER,2
42.0902,-83.2342,ER,2
42.0812,-83.2340,ER,2
42.0813,-83.2219,ER,2
42.0723,-83.2216,ER,2
42.0633,-83.2214,ER,2
42.0634,-83.2093,ER,2
42.0544,-83.2091,ER,2
42.0453,-83.2088,ER,2
42.0363,-83.2086,ER,2
42.0273,-83.2084,ER,2
42.0271,-83.2206,ER,2
41.8986,-83.3634,ER,3
41.9077,-83.3636,ER,3
41.9075,-83.3757,ER,3
41.9165,-83.3760,ER,3
41.9256,-83.3762,ER,3
41.9254,-83.3884,ER,3
41.9344,-83.3886,ER,3
41.9343,-83.4007,ER,3
41.9433,-83.4010,ER,3
41.9431,-83.4131,ER,3
41.9522,-83.4134,ER,3
41.9520,-83.4255,ER,3
41.9518,-83.4377,ER,3
41.9516,-83.4498,ER,3
41.9607,-83.4501,ER,3
41.9605,-83.4622,ER,3
41.9603,-83.4744,ER,3
41.9693,-83.4746,ER,3
41.9691,-83.4868,ER,3
41.9690,-83.4989,ER,3
41.9780,-83.4992,ER,3
41.9778,-83.5113,ER,3
41.9776,-83.5235,ER,3
41.9867,-83.5237,ER,3
41.9865,-83.5359,ER,3
41.9863,-83.5481,ER,3
41.9861,-83.5602,ER,3
41.9859,-83.5724,ER,3
41.9857,-83.5845,ER,3
41.9855,-83.5967,ER,3
41.9945,-83.5970,ER,3
41.9943,-83.6091,ER,3
42.0034,-83.6094,ER,3
42.0124,-83.6096,ER,3
42.0215,-83.6099,ER,3
42.0213,-83.6221,ER,3
42.0303,-83.6223,ER,3
42.0393,-83.6226,ER,3
42.0391,-83.6348,ER,3
42.0482,-83.6351,ER,3
42.0480,-83.6472,ER,3
42.0570,-83.6475,ER,3
42.0660,-83.6478,ER,3
42.0658,-83.6599,ER,3
42.0749,-83.6602,ER,3
42.0839,-83.6605,ER,3
42.0929,-83.6608,ER,3
42.0927,-83.6729,ER,3
42.1018,-83.6732,ER,3
42.1016,-83.6854,ER,3
42.1013,-83.6976,ER,3
42.1011,-83.7098,ER,3
42.1102,-83.7100,ER,3
42.1192,-83.7103,ER,3
42.1282,-83.7106,ER,3
42.1284,-83.6984,ER,3
42.1375,-83.6987,ER,3
42.1465,-83.6990,ER,3
42.1556,-83.6993,ER,3
42.1553,-83.7114,ER,3
42.1644,-83.7117,ER,3
42.1734,-83.7120,ER,3
42.1824,-83.7123,ER,3
42.1915,-83.7126,ER,3
42.1917,-83.7004,ER,3
42.2007,-83.7007,ER,3
42.2098,-83.7009,ER,3
42.2188,-83.7012,ER,3
42.2190,-83.6890,ER,3
42.2280,-83.6893,ER,3
42.2282,-83.6771,ER,3
42.2284,-83.6649,ER,3
42.2194,-83.6646,ER,3
42.2196,-83.6524,ER,3
42.2198,-83.6402,ER,3
42.2108,-83.6399,ER,3
42.2110,-83.6277,ER,3
42.2112,-83.6155,ER,3
42.2021,-83.6153,ER,3
42.2023,-83.6031,ER,3
42.1933,-83.6028,ER,3
42.1935,-83.5906,ER,3
42.1845,-83.5903,ER,3
42.1847,-83.5781,ER,3
42.1756,-83.5779,ER,3
42.1758,-83.5657,ER,3
42.1760,-83.5535,ER,3
42.1670,-83.5532,ER,3
42.1672,-83.5410,ER,3
42.1674,-83.5288,ER,3
42.1676,-83.5166,ER,3
42.1677,-83.5044,ER,3
42.1679,-83.4922,ER,3
42.1589,-83.4920,ER,3
42.1591,-83.4798,ER,3
42.1593,-83.4676,ER,3
42.1594,-83.4554,ER,3
42.1596,-83.4432,ER,3
42.1598,-83.4310,ER,3
42.1508,-83.4308,ER,3
42.1509,-83.4186,ER,3
42.1511,-83.4064,ER,3
42.1421,-83.4062,ER,3
42.1423,-83.3940,ER,3
42.1332,-83.3938,ER,3
42.1334,-83.3816,ER,3
42.1244,-83.3813,ER,3
42.1153,-83.3811,ER,3
42.1063,-83.3809,ER,3
42.1065,-83.3687,ER,3
42.0974,-83.3684,ER,3
42.0976,-83.3563,ER,3
42.0886,-83.3560,ER,3
42.0795,-83.3558,ER,3
42.0797,-83.3436,ER,3
42.0707,-83.3434,ER,3
42.0708,-83.3312,ER,3
42.0710,-83.3191,ER,3
42.0620,-83.3188,ER,3
42.0621,-83.3067,ER,3
42.0623,-83.2945,ER,3
42.0625,-83.2823,ER,3
42.0626,-83.2701,ER,3
42.0536,-83.2699,ER,3
42.0537,-83.2577,ER,3
42.0447,-83.2575,ER,3
42.0449,-83.2454,ER,3
42.0450,-83.2332,ER,3
42.0360,-83.2330,ER,3
42.0361,-83.2208,ER,3
42.0271,-83.2206,ER,3
42.0273,-83.2084,ER,3
42.0182,-83.2082,ER,3
42.0092,-83.2080,ER,3
42.0002,-83.2078,ER,3
41.9911,-83.2076,ER,3
41.9910,-83.2198,ER,3
41.9908,-83.2319,ER,3
41.9818,-83.2317,ER,3
41.9816,-83.2439,ER,3
41.9815,-83.2560,ER,3
41.9724,-83.2558,ER,3
41.9723,-83.2680,ER,3
41.9632,-83.2677,ER,3
41.9542,-83.2675,ER,3
41.9451,-83.2673,ER,3
41.9361,-83.2671,ER,3
41.9359,-83.2792,ER,3
41.9358,-83.2914,ER,3
41.9448,-83.2916,ER,3
41.9447,-83.3038,ER,3
41.9445,-83.3159,ER,3
41.9355,-83.3157,ER,3
41.9353,-83.3278,ER,3
41.9263,-83.3276,ER,3
41.9172,-83.3274,ER,3
41.9171,-83.3395,ER,3
41.9080,-83.3393,ER,3
41.8990,-83.3391,ER,3
41.8988,-83.3512,ER,3
41.8986,-83.3634,ER,3
41.6405,-84.1675,ER,4
41.6495,-84.1678,ER,4
41.6585,-84.1682,ER,4
41.6676,-84.1685,ER,4
41.6766,-84.1689,ER,4
41.6856,-84.1692,ER,4
41.6947,-84.1695,ER,4
41.6949,-84.1574,ER,4
41.7039,-84.1578,ER,4
41.7130,-84.1581,ER,4
41.7132,-84.1460,ER,4
41.7223,-84.1464,ER,4
41.7220,-84.1585,ER,4
41.7310,-84.1588,ER,4
41.7308,-84.1709,ER,4
41.7398,-84.1713,ER,4
41.7488,-84.1716,ER,4
41.7579,-84.1719,ER,4
41.7669,-84.1723,ER,4
41.7667,-84.1844,ER,4
41.7757,-84.1847,ER,4
41.7754,-84.1969,ER,4
41.7752,-84.2090,ER,4
41.7842,-84.2093,ER,4
41.7839,-84.2214,ER,4
41.7837,-84.2336,ER,4
41.7927,-84.2339,ER,4
41.7924,-84.2460,ER,4
41.8015,-84.2464,ER,4
41.8012,-84.2585,ER,4
41.8102,-84.2589,ER,4
41.8100,-84.2710,ER,4
41.8190,-84.2713,ER,4
41.8187,-84.2835,ER,4
41.8278,-84.2838,ER,4
41.8275,-84.2959,ER,4
41.8365,-84.2963,ER,4
41.8368,-84.2842,ER,4
41.8458,-84.2845,ER,4
41.8549,-84.2849,ER,4
41.8639,-84.2853,ER,4
41.8636,-84.2974,ER,4
41.8727,-84.2977,ER,4
41.8817,-84.2981,ER,4
41.8820,-84.2860,ER,4
41.8910,-84.2863,ER,4
41.9000,-84.2867,ER,4
41.9003,-84.2746,ER,4
41.9093,-84.2749,ER,4
41.9183,-84.2753,ER,4
41.9274,-84.2756,ER,4
41.9364,-84.2760,ER,4
41.9454,-84.2764,ER,4
41.9457,-84.2642,ER,4
41.9547,-84.2646,ER,4
41.9550,-84.2524,ER,4
41.9640,-84.2528,ER,4
41.9731,-84.2531,ER,4
41.9821,-84.2535,ER,4
41.9818,-84.2656,ER,4
41.9909,-84.2660,ER,4
41.9906,-84.2782,ER,4
41.9996,-84.2785,ER,4
41.9994,-84.2907,ER,4
42.0084,-84.2910,ER,4
42.0081,-84.3032,ER,4
42.0078,-84.3154,ER,4
42.0076,-84.3275,ER,4
42.0166,-84.3279,ER,4
42.0163,-84.3400,ER,4
42.0161,-84.3522,ER,4
42.0158,-84.3644,ER,4
42.0155,-84.3765,ER,4
42.0152,-84.3887,ER,4
42.0062,-84.3883,ER,4
42.0059,-84.4005,ER,4
41.9969,-84.4001,ER,4
41.9966,-84.4122,ER,4
41.9963,-84.4244,ER,4
41.9960,-84.4366,ER,4
41.9957,-84.4487,ER,4
41.9867,-84.4483,ER,4
41.9864,-84.4605,ER,4
41.9955,-84.4609,ER,4
42.0045,-84.4613,ER,4
42.0135,-84.4617,ER,4
42.0132,-84.4738,ER,4
42.0223,-84.4742,ER,4
42.0220,-84.4864,ER,4
42.0310,-84.4868,ER,4
42.0313,-84.4746,ER,4
42.0403,-84.4750,ER,4
42.0406,-84.4628,ER,4
42.0409,-84.4506,ER,4
42.0412,-84.4385,ER,4
42.0415,-84.4263,ER,4
42.0505,-84.4267,ER,4
42.0508,-84.4145,ER,4
42.0511,-84.4024,ER,4
42.0601,-84.4027,ER,4
42.0604,-84.3906,ER,4
42.0694,-84.3909,ER,4
42.0697,-84.3788,ER,4
42.0787,-84.3792,ER,4
42.0790,-84.3670,ER,4
42.0880,-84.3674,ER,4
42.0970,-84.3677,ER,4
42.0973,-84.3556,ER,4
42.1064,-84.3559,ER,4
42.1154,-84.3563,ER,4
42.1244,-84.3567,ER,4
42.1247,-84.3445,ER,4
42.1337,-84.3449,ER,4
42.1340,-84.3327,ER,4
42.1430,-84.3330,ER,4
42.1433,-84.3209,ER,4
42.1523,-84.3212,ER,4
42.1526,-84.3090,ER,4
42.1616,-84.3094,ER,4
42.1619,-84.2972,ER,4
42.1622,-84.2850,ER,4
42.1624,-84.2728,ER,4
42.1627,-84.2606,ER,4
42.1630,-84.2485,ER,4
42.1632,-84.2363,ER,4
42.1723,-84.2366,ER,4
42.1725,-84.2244,ER,4
42.1728,-84.2122,ER,4
42.1818,-84.2126,ER,4
42.1821,-84.2004,ER,4
42.1824,-84.1882,ER,4
42.1914,-84.1886,ER,4
42.2004,-84.1889,ER,4
42.2007,-84.1767,ER,4
42.2097,-84.1771,ER,4
42.2100,-84.1649,ER,4
42.2102,-84.1527,ER,4
42.2105,-84.1405,ER,4
42.2014,-84.1401,ER,4
42.2017,-84.1279,ER,4
42.2019,-84.1157,ER,4
42.2022,-84.1035,ER,4
42.1932,-84.1032,ER,4
42.1934,-84.0910,ER,4
42.1937,-84.0788,ER,4
42.1939,-84.0666,ER,4
42.1942,-84.0544,ER,4
42.1851,-84.0541,ER,4
42.1854,-84.0419,ER,4
42.1856,-84.0297,ER,4
42.1859,-84.0175,ER,4
42.1861,-84.0053,ER,4
42.1863,-83.9931,ER,4
42.1866,-83.9809,ER,4
42.1868,-83.9687,ER,4
42.1778,-83.9684,ER,4
42.1780,-83.9562,ER,4
42.1690,-83.9559,ER,4
42.1692,-83.9437,ER,4
42.1694,-83.9315,ER,4
42.1785,-83.9318,ER,4
42.1787,-83.9196,ER,4
42.1877,-83.9199,ER,4
42.1880,-83.9077,ER,4
42.1970,-83.9080,ER,4
42.1972,-83.8958,ER,4
42.2063,-83.8961,ER,4
42.2065,-83.8839,ER,4
42.2067,-83.8717,ER,4
42.2158,-83.8720,ER,4
42.2160,-83.8598,ER,4
42.2162,-83.8476,ER,4
42.2164,-83.8354,ER,4
42.2166,-83.8232,ER,4
42.2169,-83.8110,ER,4
42.2171,-83.7988,ER,4
42.2173,-83.7866,ER,4
42.2175,-83.7744,ER,4
42.2177,-83.7622,ER,4
42.2180,-83.7500,ER,4
42.2182,-83.7378,ER,4
42.2184,-83.7256,ER,4
42.2186,-83.7134,ER,4
42.2188,-83.7012,ER,4
42.2098,-83.7009,ER,4
42.2007,-83.7007,ER,4
42.1917,-83.7004,ER,4
42.1915,-83.7126,ER,4
42.1824,-83.7123,ER,4
42.1734,-83.7120,ER,4
42.1644,-83.7117,ER,4
42.1553,-83.7114,ER,4
42.1556,-83.6993,ER,4
42.1465,-83.6990,ER,4
42.1375,-83.6987,ER,4
42.1284,-83.6984,ER,4
42.1282,-83.7106,ER,4
42.1192,-83.7103,ER,4
42.1102,-83.7100,ER,4
42.1011,-83.7098,ER,4
42.1013,-83.6976,ER,4
42.1016,-83.6854,ER,4
42.1018,-83.6732,ER,4
42.0927,-83.6729,ER,4
42.0929,-83.6608,ER,4
42.0839,-83.6605,ER,4
42.0749,-83.6602,ER,4
42.0658,-83.6599,ER,4
42.0660,-83.6478,ER,4
42.0570,-83.6475,ER,4
42.0480,-83.6472,ER,4
42.0482,-83.6351,ER,4
42.0391,-83.6348,ER,4
42.0393,-83.6226,ER,4
42.0303,-83.6223,ER,4
42.0213,-83.6221,ER,4
42.0215,-83.6099,ER,4
42.0124,-83.6096,ER,4
42.0034,-83.6094,ER,4
41.9943,-83.6091,ER,4
41.9945,-83.5970,ER,4
41.9855,-83.5967,ER,4
41.9857,-83.5845,ER,4
41.9859,-83.5724,ER,4
41.9861,-83.5602,ER,4
41.9863,-83.5481,ER,4
41.9865,-83.5359,ER,4
41.9867,-83.5237,ER,4
41.9776,-83.5235,ER,4
41.9778,-83.5113,ER,4
41.9780,-83.4992,ER,4
41.9690,-83.4989,ER,4
41.9691,-83.4868,ER,4
41.9693,-83.4746,ER,4
41.9603,-83.4744,ER,4
41.9605,-83.4622,ER,4
41.9607,-83.4501,ER,4
41.9516,-83.4498,ER,4
41.9518,-83.4377,ER,4
41.9520,-83.4255,ER,4
41.9522,-83.4134,ER,4
41.9431,-83.4131,ER,4
41.9433,-83.4010,ER,4
41.9343,-83.4007,ER,4
41.9344,-83.3886,ER,4
41.9254,-83.3884,ER,4
41.9256,-83.3762,ER,4
41.9165,-83.3760,ER,4
41.9075,-83.3757,ER,4
41.9077,-83.3636,ER,4
41.8986,-83.3634,ER,4
41.8988,-83.3512,ER,4
41.8990,-83.3391,ER,4
41.8899,-83.3389,ER,4
41.8898,-83.3510,ER,4
41.8896,-83.3631,ER,4
41.8894,-83.3753,ER,4
41.8985,-83.3755,ER,4
41.8983,-83.3877,ER,4
41.8981,-83.3998,ER,4
41.9072,-83.4000,ER,4
41.9070,-83.4122,ER,4
41.9068,-83.4243,ER,4
41.9066,-83.4365,ER,4
41.9064,-83.4486,ER,4
41.9155,-83.4488,ER,4
41.9153,-83.4610,ER,4
41.9151,-83.4731,ER,4
41.9149,-83.4853,ER,4
41.9148,-83.4974,ER,4
41.9238,-83.4977,ER,4
41.9236,-83.5098,ER,4
41.9326,-83.5101,ER,4
41.9324,-83.5222,ER,4
41.9323,-83.5344,ER,4
41.9413,-83.5346,ER,4
41.9411,-83.5468,ER,4
41.9409,-83.5589,ER,4
41.9407,-83.5711,ER,4
41.9498,-83.5713,ER,4
41.9496,-83.5835,ER,4
41.9494,-83.5956,ER,4
41.9584,-83.5959,ER,4
41.9582,-83.6081,ER,4
41.9580,-83.6202,ER,4
41.9578,-83.6324,ER,4
41.9488,-83.6321,ER,4
41.9486,-83.6442,ER,4
41.9395,-83.6440,ER,4
41.9393,-83.6561,ER,4
41.9303,-83.6559,ER,4
41.9213,-83.6556,ER,4
41.9211,-83.6677,ER,4
41.9120,-83.6675,ER,4
41.9030,-83.6672,ER,4
41.9028,-83.6793,ER,4
41.8938,-83.6791,ER,4
41.8847,-83.6788,ER,4
41.8845,-83.6909,ER,4
41.8755,-83.6906,ER,4
41.8665,-83.6904,ER,4
41.8662,-83.7025,ER,4
41.8572,-83.7022,ER,4
41.8570,-83.7144,ER,4
41.8480,-83.7141,ER,4
41.8478,-83.7262,ER,4
41.8476,-83.7383,ER,4
41.8473,-83.7505,ER,4
41.8383,-83.7502,ER,4
41.8381,-83.7623,ER,4
41.8291,-83.7620,ER,4
41.8288,-83.7742,ER,4
41.8198,-83.7739,ER,4
41.8108,-83.7736,ER,4
41.8017,-83.7733,ER,4
41.7927,-83.7730,ER,4
41.7837,-83.7727,ER,4
41.7746,-83.7724,ER,4
41.7744,-83.7846,ER,4
41.7742,-83.7967,ER,4
41.7652,-83.7964,ER,4
41.7650,-83.8085,ER,4
41.7647,-83.8206,ER,4
41.7645,-83.8327,ER,4
41.7643,-83.8448,ER,4
41.7553,-83.8446,ER,4
41.7551,-83.8567,ER,4
41.7460,-83.8564,ER,4
41.7458,-83.8685,ER,4
41.7456,-83.8806,ER,4
41.7365,-83.8803,ER,4
41.7363,-83.8924,ER,4
41.7361,-83.9045,ER,4
41.7271,-83.9042,ER,4
41.7268,-83.9163,ER,4
41.7266,-83.9284,ER,4
41.7176,-83.9281,ER,4
41.7173,-83.9402,ER,4
41.7171,-83.9523,ER,4
41.7081,-83.9520,ER,4
41.7078,-83.9641,ER,4
41.7169,-83.9644,ER,4
41.7166,-83.9765,ER,4
41.7164,-83.9886,ER,4
41.7074,-83.9883,ER,4
41.7071,-84.0004,ER,4
41.6981,-84.0001,ER,4
41.6979,-84.0122,ER,4
41.6888,-84.0119,ER,4
41.6886,-84.0240,ER,4
41.6796,-84.0237,ER,4
41.6793,-84.0358,ER,4
41.6703,-84.0355,ER,4
41.6700,-84.0476,ER,4
41.6698,-84.0597,ER,4
41.6696,-84.0717,ER,4
41.6693,-84.0838,ER,4
41.6603,-84.0835,ER,4
41.6600,-84.0956,ER,4
41.6510,-84.0953,ER,4
41.6508,-84.1074,ER,4
41.6505,-84.1195,ER,4
41.6415,-84.1191,ER,4
41.6412,-84.1312,ER,4
41.6410,-84.1433,ER,4
41.6407,-84.1554,ER,4
41.6405,-84.1675,ER,4
41.6221,-83.7071,ER,5
41.6311,-83.7074,ER,5
41.6309,-83.7195,ER,5
41.6307,-83.7316,ER,5
41.6305,-83.7437,ER,5
41.6396,-83.7440,ER,5
41.6393,-83.7561,ER,5
41.6391,-83.7682,ER,5
41.6389,-83.7802,ER,5
41.6480,-83.7805,ER,5
41.6477,-83.7926,ER,5
41.6475,-83.8047,ER,5
41.6473,-83.8168,ER,5
41.6471,-83.8289,ER,5
41.6469,-83.8410,ER,5
41.6467,-83.8531,ER,5
41.6464,-83.8652,ER,5
41.6462,-83.8773,ER,5
41.6460,-83.8894,ER,5
41.6458,-83.9015,ER,5
41.6455,-83.9136,ER,5
41.6546,-83.9139,ER,5
41.6543,-83.9260,ER,5
41.6634,-83.9263,ER,5
41.6631,-83.9384,ER,5
41.6722,-83.9387,ER,5
41.6719,-83.9508,ER,5
41.6717,-83.9629,ER,5
41.6627,-83.9626,ER,5
41.6624,-83.9747,ER,5
41.6534,-83.9743,ER,5
41.6532,-83.9864,ER,5
41.6529,-83.9985,ER,5
41.6439,-83.9982,ER,5
41.6437,-84.0103,ER,5
41.6434,-84.0224,ER,5
41.6432,-84.0345,ER,5
41.6429,-84.0466,ER,5
41.6427,-84.0587,ER,5
41.6517,-84.0590,ER,5
41.6515,-84.0711,ER,5
41.6512,-84.0832,ER,5
41.6510,-84.0953,ER,5
41.6600,-84.0956,ER,5
41.6603,-84.0835,ER,5
41.6693,-84.0838,ER,5
41.6696,-84.0717,ER,5
41.6698,-84.0597,ER,5
41.6700,-84.0476,ER,5
41.6703,-84.0355,ER,5
41.6793,-84.0358,ER,5
41.6796,-84.0237,ER,5
41.6886,-84.0240,ER,5
41.6888,-84.0119,ER,5
41.6979,-84.0122,ER,5
41.6981,-84.0001,ER,5
41.7071,-84.0004,ER,5
41.7074,-83.9883,ER,5
41.7164,-83.9886,ER,5
41.7166,-83.9765,ER,5
41.7169,-83.9644,ER,5
41.7078,-83.9641,ER,5
41.7081,-83.9520,ER,5
41.7171,-83.9523,ER,5
41.7173,-83.9402,ER,5
41.7176,-83.9281,ER,5
41.7266,-83.9284,ER,5
41.7268,-83.9163,ER,5
41.7271,-83.9042,ER,5
