lat,long,subbasin
46.7727,-91.4003,0a
46.7816,-91.4009,0a
46.7812,-91.414,0a
46.7808,-91.4271,0a
46.7718,-91.4265,0a
46.7714,-91.4397,0a
46.7625,-91.4391,0a
46.762,-91.4522,0a
46.7616,-91.4653,0a
46.7612,-91.4784,0a
46.7522,-91.4778,0a
46.7518,-91.491,0a
46.7514,-91.5041,0a
46.751,-91.5172,0a
46.742,-91.5166,0a
46.7416,-91.5297,0a
46.7412,-91.5428,0a
46.7407,-91.5559,0a
46.7403,-91.5691,0a
46.7399,-91.5822,0a
46.7395,-91.5953,0a
46.739,-91.6084,0a
46.73,-91.6078,0a
46.7296,-91.6209,0a
46.7292,-91.634,0a
46.7288,-91.6472,0a
46.7198,-91.6465,0a
46.7193,-91.6596,0a
46.7189,-91.6727,0a
46.7185,-91.6859,0a
46.7095,-91.6852,0a
46.709,-91.6983,0a
46.7086,-91.7114,0a
46.7082,-91.7246,0a
46.7077,-91.7377,0a
46.6987,-91.737,0a
46.6983,-91.7501,0a
46.6978,-91.7632,0a
46.6974,-91.7763,0a
46.6884,-91.7757,0a
46.688,-91.7888,0a
46.6875,-91.8019,0a
46.6785,-91.8012,0a
