lat,long,subbasin
41.3830,-82.5431,0.0
41.3920,-82.5432,0.0
41.3919,-82.5553,0.0
41.3918,-82.5673,0.0
41.4009,-82.5675,0.0
41.4008,-82.5795,0.0
41.4098,-82.5796,0.0
41.4098,-82.5917,0.0
41.4097,-82.6037,0.0
41.4187,-82.6039,0.0
41.4186,-82.6159,0.0
41.4276,-82.6160,0.0
41.4276,-82.6281,0.0
41.4366,-82.6282,0.0
41.4365,-82.6403,0.0
41.4455,-82.6404,0.0
41.4454,-82.6525,0.0
41.4545,-82.6526,0.0
41.4544,-82.6646,0.0
41.4634,-82.6648,0.0
41.4725,-82.6649,0.0
41.4724,-82.6770,0.0
41.4814,-82.6771,0.0
41.4813,-82.6892,0.0
41.4903,-82.6893,0.0
41.4902,-82.7014,0.0
41.4812,-82.7012,0.0
41.4722,-82.7011,0.0
41.4723,-82.6890,0.0
41.4724,-82.6770,0.0
41.4633,-82.6768,0.0
41.4543,-82.6767,0.0
41.4544,-82.6646,0.0
41.4453,-82.6645,0.0
41.4363,-82.6644,0.0
41.4362,-82.6764,0.0
41.4453,-82.6766,0.0
41.4543,-82.6767,0.0
41.4542,-82.6888,0.0
41.4541,-82.7008,0.0
41.4540,-82.7129,0.0
41.4539,-82.7249,0.0
41.4538,-82.7370,0.0
41.4447,-82.7369,0.0
41.4446,-82.7489,0.0
41.4445,-82.7610,0.0
41.4444,-82.7730,0.0
41.4443,-82.7851,0.0
41.4534,-82.7852,0.0
41.4532,-82.7973,0.0
41.4623,-82.7974,0.0
41.4622,-82.8095,0.0
41.4712,-82.8097,0.0
41.4711,-82.8217,0.0
41.4710,-82.8338,0.0
41.4619,-82.8336,0.0
41.4618,-82.8457,0.0
41.4528,-82.8455,0.0
41.4438,-82.8454,0.0
41.4436,-82.8574,0.0
41.4435,-82.8695,0.0
41.4345,-82.8693,0.0
41.4344,-82.8814,0.0
41.4342,-82.8935,0.0
41.4341,-82.9055,0.0
41.4251,-82.9054,0.0
41.4250,-82.9174,0.0
41.4248,-82.9295,0.0
41.4158,-82.9293,0.0
41.4157,-82.9413,0.0
41.4156,-82.9534,0.0
41.4246,-82.9536,0.0
41.4245,-82.9656,0.0
41.4335,-82.9658,0.0
41.4334,-82.9779,0.0
41.4332,-82.9899,0.0
41.4331,-83.0020,0.0
41.4330,-83.0140,0.0
41.4328,-83.0261,0.0
41.4419,-83.0263,0.0
41.4420,-83.0142,0.0
41.4511,-83.0144,0.0
41.4509,-83.0264,0.0
41.4600,-83.0266,0.0
41.4601,-83.0146,0.0
41.4602,-83.0025,0.0
41.4604,-82.9904,0.0
41.4694,-82.9906,0.0
41.4695,-82.9785,0.0
41.4786,-82.9787,0.0
41.4787,-82.9667,0.0
41.4877,-82.9668,0.0
41.4879,-82.9548,0.0
41.4880,-82.9427,0.0
41.4881,-82.9306,0.0
41.4882,-82.9186,0.0
41.4884,-82.9065,0.0
41.4885,-82.8944,0.0
41.4886,-82.8824,0.0
41.4887,-82.8703,0.0
41.4888,-82.8582,0.0
41.4979,-82.8584,0.0
41.4980,-82.8463,0.0
41.4889,-82.8462,0.0
41.4891,-82.8341,0.0
41.4981,-82.8342,0.0
41.4982,-82.8222,0.0
41.4983,-82.8101,0.0
41.5074,-82.8103,0.0
41.5075,-82.7982,0.0
41.5076,-82.7861,0.0
41.4985,-82.7860,0.0
41.4987,-82.7739,0.0
41.5077,-82.7740,0.0
41.5078,-82.7620,0.0
41.5079,-82.7499,0.0
41.5080,-82.7378,0.0
41.4990,-82.7377,0.0
41.4991,-82.7256,0.0
41.5081,-82.7258,0.0
41.5080,-82.7378,0.0
41.5171,-82.7380,0.0
41.5172,-82.7259,0.0
41.5262,-82.7260,0.0
41.5263,-82.7140,0.0
41.5353,-82.7141,0.0
41.5352,-82.7262,0.0
41.5443,-82.7263,0.0
41.5442,-82.7384,0.0
41.5441,-82.7505,0.0
41.5440,-82.7625,0.0
41.5438,-82.7746,0.0
41.5348,-82.7745,0.0
41.5347,-82.7866,0.0
41.5346,-82.7986,0.0
41.5436,-82.7988,0.0
41.5527,-82.7989,0.0
41.5526,-82.8110,0.0
41.5616,-82.8112,0.0
41.5615,-82.8232,0.0
