lat,long,subbasin
44.1146,-77.4647,0a
44.1055,-77.4647,0a
44.1055,-77.4772,0a
44.0964,-77.4771,0a
44.0964,-77.4897,0a
44.0963,-77.5023,0a
44.0873,-77.5022,0a
44.0872,-77.5148,0a
44.0871,-77.5274,0a
44.0781,-77.5273,0a
44.078,-77.5398,0a
44.069,-77.5398,0a
44.0689,-77.5523,0a
44.0599,-77.5522,0a
44.0598,-77.5648,0a
44.0598,-77.5774,0a
44.0688,-77.5775,0a
44.0778,-77.5776,0a
44.0779,-77.565,0a
44.078,-77.5524,0a
44.087,-77.5525,0a
44.0871,-77.5399,0a
44.0961,-77.54,0a
44.0962,-77.5275,0a
44.1052,-77.5276,0a
44.1053,-77.515,0a
44.1143,-77.5151,0a
44.1144,-77.5025,0a
44.1144,-77.4899,0a
44.1145,-77.4773,0a
44.1235,-77.4774,0a
44.1236,-77.4648,0a
44.1237,-77.4522,0a
44.1237,-77.4397,0a
44.1328,-77.4397,0a
44.1328,-77.4271,0a
44.1329,-77.4146,0a
44.1329,-77.402,0a
44.142,-77.402,0a
44.142,-77.3895,0a
44.1511,-77.3895,0a
44.1511,-77.3769,0a
44.1512,-77.3644,0a
44.1602,-77.3644,0a
44.1602,-77.3518,0a
44.1603,-77.3392,0a
44.1603,-77.3266,0a
44.1694,-77.3267,0a
44.1694,-77.3141,0a
44.1695,-77.3015,0a
44.1695,-77.2889,0a
44.1605,-77.2889,0a
44.1605,-77.2763,0a
44.1696,-77.2763,0a
44.1696,-77.2637,0a
44.1696,-77.2511,0a
44.1697,-77.2385,0a
44.1697,-77.2259,0a
44.1787,-77.226,0a
44.1788,-77.2134,0a
44.1788,-77.2008,0a
44.1788,-77.1882,0a
44.1698,-77.1882,0a
44.1608,-77.1881,0a
44.1608,-77.1755,0a
44.1608,-77.1629,0a
44.1699,-77.163,0a
44.1699,-77.1504,0a
44.1699,-77.1378,0a
44.17,-77.1252,0a
44.17,-77.1126,0a
44.17,-77.1,0a
44.17,-77.0874,0a
44.1791,-77.0874,0a
44.1791,-77.0748,0a
44.1791,-77.0622,0a
44.1791,-77.0496,0a
44.1791,-77.037,0a
44.1882,-77.0371,0a
