lat,long,subbasin
43.4257,-87.8367,0a
43.4258,-87.8243,0a
43.4348,-87.8244,0a
43.4438,-87.8245,0a
43.4439,-87.8121,0a
43.4529,-87.8123,0a
43.453,-87.7999,0a
43.462,-87.8,0a
43.471,-87.8002,0a
43.4711,-87.7878,0a
43.4801,-87.7879,0a
43.4891,-87.788,0a
43.4981,-87.7882,0a
43.4982,-87.7758,0a
43.5072,-87.7759,0a
43.5071,-87.7883,0a
43.5161,-87.7884,0a
43.5251,-87.7886,0a
43.5341,-87.7887,0a
43.5431,-87.7889,0a
43.5521,-87.789,0a
43.5612,-87.7891,0a
43.5612,-87.7767,0a
43.5703,-87.7768,0a
43.5793,-87.777,0a
43.5883,-87.7771,0a
43.5884,-87.7647,0a
43.5974,-87.7648,0a
43.6064,-87.7649,0a
43.6065,-87.7525,0a
43.6155,-87.7526,0a
43.6156,-87.7402,0a
43.6246,-87.7403,0a
43.6336,-87.7405,0a
43.6337,-87.728,0a
43.6427,-87.7282,0a
43.6517,-87.7283,0a
43.6517,-87.7158,0a
43.6608,-87.716,0a
43.6608,-87.7035,0a
43.6698,-87.7037,0a
43.6788,-87.7038,0a
43.6879,-87.7039,0a
43.6879,-87.6915,0a
43.6969,-87.6916,0a
43.7059,-87.6917,0a
43.7149,-87.6918,0a
43.7149,-87.7043,0a
43.7239,-87.7044,0a
43.7329,-87.7045,0a
43.7419,-87.7047,0a
43.7509,-87.7048,0a
43.7599,-87.7049,0a
43.76,-87.6924,0a
43.769,-87.6926,0a
43.7689,-87.705,0a
43.7779,-87.7052,0a
43.7869,-87.7053,0a
43.7959,-87.7054,0a
43.7958,-87.7179,0a
43.8048,-87.718,0a
43.8138,-87.7181,0a
43.8137,-87.7306,0a
43.8227,-87.7307,0a
43.8317,-87.7309,0a
43.8318,-87.7184,0a
43.8408,-87.7185,0a
43.8498,-87.7187,0a
43.8588,-87.7188,0a
43.8587,-87.7313,0a
43.8677,-87.7314,0a
43.8767,-87.7315,0a
43.8857,-87.7317,0a
43.8947,-87.7318,0a
43.9037,-87.7319,0a
43.9038,-87.7194,0a
43.9128,-87.7196,0a
43.9218,-87.7197,0a
43.9308,-87.7198,0a
43.9398,-87.7199,0a
43.9399,-87.7074,0a
43.9489,-87.7076,0a
43.9579,-87.7077,0a
43.958,-87.6952,0a
43.967,-87.6953,0a
43.976,-87.6954,0a
43.985,-87.6956,0a
43.994,-87.6957,0a
43.9941,-87.6832,0a
44.0031,-87.6833,0a
44.0121,-87.6834,0a
44.0122,-87.6709,0a
44.0212,-87.671,0a
44.0302,-87.6711,0a
44.0303,-87.6586,0a
44.0393,-87.6587,0a
44.0483,-87.6589,0a
44.0484,-87.6463,0a
44.0574,-87.6464,0a
44.0664,-87.6466,0a
44.0754,-87.6467,0a
44.0844,-87.6468,0a
44.0934,-87.6469,0a
44.1024,-87.647,0a
44.1025,-87.6345,0a
44.1115,-87.6346,0a
44.1116,-87.6221,0a
44.1206,-87.6222,0a
44.1207,-87.6097,0a
44.1207,-87.5971,0a
44.1297,-87.5972,0a
44.1298,-87.5847,0a
44.1299,-87.5721,0a
44.1389,-87.5722,0a
44.139,-87.5597,0a
44.148,-87.5598,0a
44.1481,-87.5473,0a
44.1571,-87.5474,0a
44.1571,-87.5348,0a
44.1661,-87.5349,0a
44.1662,-87.5224,0a
44.1752,-87.5225,0a
44.1842,-87.5226,0a
44.1843,-87.51,0a
44.1933,-87.5101,0a
44.2023,-87.5102,0a
44.2024,-87.4976,0a
44.2114,-87.4977,0a
44.2113,-87.5103,0a
44.2203,-87.5104,0a
44.2293,-87.5105,0a
44.2383,-87.5106,0a
44.2473,-87.5107,0a
44.2563,-87.5108,0a
44.2562,-87.5234,0a
44.2652,-87.5235,0a
44.2742,-87.5236,0a
44.2833,-87.5237,0a
44.2832,-87.5362,0a
44.2922,-87.5363,0a
44.3012,-87.5364,0a
44.3102,-87.5365,0a
44.3192,-87.5366,0a
44.3282,-87.5367,0a
44.3372,-87.5368,0a
44.3462,-87.5369,0a
44.3463,-87.5244,0a
44.3553,-87.5245,0a
44.3643,-87.5246,0a
44.3733,-87.5247,0a
44.3823,-87.5248,0a
44.3824,-87.5122,0a
44.3914,-87.5123,0a
44.4004,-87.5124,0a
44.4094,-87.5125,0a
44.4184,-87.5126,0a
44.4184,-87.5,0a
44.4274,-87.5001,0a
44.4364,-87.5001,0a
44.4454,-87.5002,0a
44.4544,-87.5003,0a
44.4545,-87.4877,0a
44.4635,-87.4878,0a
44.4725,-87.4879,0a
44.4815,-87.488,0a
44.4905,-87.4881,0a
44.4995,-87.4882,0a
44.5085,-87.4883,0a
44.5175,-87.4884,0a
44.5176,-87.4758,0a
44.5266,-87.4759,0a
44.5356,-87.476,0a
44.5446,-87.4761,0a
44.5447,-87.4634,0a
44.5537,-87.4635,0a
44.5627,-87.4636,0a
44.5717,-87.4637,0a
44.5718,-87.4511,0a
44.5808,-87.4511,0a
44.5808,-87.4385,0a
44.5898,-87.4386,0a
44.5988,-87.4387,0a
44.5989,-87.426,0a
44.6079,-87.4261,0a
44.6169,-87.4262,0a
44.617,-87.4136,0a
44.626,-87.4136,0a
44.626,-87.401,0a
44.635,-87.4011,0a
44.6351,-87.3884,0a
44.6441,-87.3885,0a
44.6531,-87.3886,0a
44.6531,-87.3759,0a
44.6621,-87.376,0a
44.6711,-87.3761,0a
44.6802,-87.3762,0a
44.6802,-87.3635,0a
44.6892,-87.3636,0a
44.6893,-87.3509,0a
44.6983,-87.351,0a
44.7073,-87.3511,0a
44.7163,-87.3511,0a
44.7163,-87.3385,0a
44.7253,-87.3385,0a
44.7343,-87.3386,0a
44.7433,-87.3387,0a
44.7523,-87.3388,0a
44.7524,-87.3261,0a
44.7614,-87.3262,0a
44.7704,-87.3262,0a
44.7704,-87.3135,0a
44.7795,-87.3136,0a
44.7885,-87.3137,0a
44.7975,-87.3138,0a
44.8065,-87.3138,0a
44.8065,-87.3011,0a
44.8066,-87.2884,0a
44.8156,-87.2885,0a
44.8156,-87.2758,0a
44.8246,-87.2759,0a
44.8336,-87.2759,0a
44.8426,-87.276,0a
44.8427,-87.2633,0a
44.8517,-87.2634,0a
44.8517,-87.2507,0a
44.8607,-87.2507,0a
44.8607,-87.238,0a
44.8608,-87.2253,0a
44.8698,-87.2254,0a
44.8698,-87.2127,0a
44.8788,-87.2127,0a
44.8789,-87.2,0a
44.8879,-87.2001,0a
44.8878,-87.2128,0a
44.8968,-87.2128,0a
44.9058,-87.2129,0a
44.9059,-87.2002,0a
44.9149,-87.2002,0a
44.9149,-87.1875,0a
44.9239,-87.1876,0a
44.924,-87.1748,0a
44.933,-87.1749,0a
44.942,-87.1749,0a
44.951,-87.175,0a
44.9509,-87.1877,0a
44.9599,-87.1878,0a
44.9689,-87.1878,0a
44.9779,-87.1879,0a
44.978,-87.1751,0a
44.987,-87.1752,0a
44.996,-87.1752,0a
44.996,-87.1625,0a
45.005,-87.1625,0a
45.014,-87.1626,0a
45.0141,-87.1499,0a
45.0231,-87.1499,0a
45.0231,-87.1372,0a
45.0321,-87.1372,0a
45.0411,-87.1372,0a
45.0411,-87.1245,0a
45.0501,-87.1245,0a
45.0591,-87.1246,0a
45.0681,-87.1246,0a
45.0682,-87.1119,0a
45.0682,-87.0991,0a
45.0592,-87.0991,0a
45.0592,-87.0863,0a
45.0682,-87.0864,0a
45.0772,-87.0864,0a
45.0862,-87.0864,0a
45.0862,-87.0992,0a
45.0952,-87.0992,0a
45.0952,-87.0865,0a
45.0953,-87.0737,0a
45.0862,-87.0737,0a
45.0863,-87.0609,0a
45.0953,-87.061,0a
45.0953,-87.0482,0a
